Tempo (s),DC Current (V),DC Current (A),Torque (Nm),Speed (rpm),Temp Mos 1 (ºC),Temp Mos 2 (ºC),Temp Motor (ºC),Temp do sensor capacitivo (ºC),Velocidade atual (km/h),km total,km atual,Driving Mode,Brake Switch,,Data (DD/MM/AA):,18,11,24,,Hora inicio:,,,Hora Fim:,
1240.86,71.9,41.6,112.82,174,56,56,112,56,16,0,14.8,Normal,OFF,,,,,,,,,,,
1241.11,71.9,41.4,106.93,186,56,56,112,56,18,0,14.8,Normal,OFF,,,,,,,,,,,
1241.36,71.9,45.2,107.75,200,56,56,112,56,19,0,14.8,Normal,OFF,,,,,,,,,,,
1241.61,71.7,-934.4,115.41,207,56,56,111,56,20,0,14.8,Normal,OFF,,,,,,,,,,,
1241.86,71.7,56.5,-273.72,222,56,56,112,56,21,0,14.8,Normal,OFF,,,,,,,,,,,
1242.11,71.8,49.1,102.27,235,56,56,111,56,23,0,14.8,Normal,OFF,,,,,,,,,,,
1242.36,71.9,42.8,83.14,244,56,56,111,56,24,0,14.8,Normal,OFF,,,,,,,,,,,
1242.61,72.0,34.2,64.62,257,56,56,112,56,25,0,14.8,Normal,OFF,,,,,,,,,,,
1242.86,71.9,37.1,72.27,264,56,56,111,56,26,0,14.9,Normal,OFF,,,,,,,,,,,
1243.11,72.4,0.3,0,264,56,56,111,56,26,0,14.9,Normal,OFF,,,,,,,,,,,
1243.36,72.5,0,0,262,56,56,111,56,25,0,14.9,Normal,OFF,,,,,,,,,,,
1243.61,72.4,0,0,267,56,56,111,56,26,0,14.9,Normal,OFF,,,,,,,,,,,
1243.86,72.4,0,0,264,56,56,112,56,26,0,14.9,Normal,OFF,,,,,,,,,,,
1244.11,72.4,0,0,274,56,56,111,56,27,0,14.9,Normal,OFF,,,,,,,,,,,
1244.359,72.5,0,0,278,56,56,111,56,27,0,14.9,Normal,OFF,,,,,,,,,,,
1244.609,72.4,0,0,276,56,56,111,56,27,0,14.9,Normal,OFF,,,,,,,,,,,
1244.86,72.4,0,0,279,56,56,110,56,27,0,14.9,Normal,OFF,,,,,,,,,,,
1245.109,72.4,-7,-15.31,295,56,56,110,56,27,0,14.9,Normal,OFF,,,,,,,,,,,
1245.359,72.7,-32.8,-65.67,278,56,56,112,56,29,0,14.9,Normal,ON,,,,,,,,,,,
1245.61,73.1,-55.5,-116.02,266,56,56,112,56,26,0,14.9,Normal,ON,,,,,,,,,,,
1245.86,72.8,-77.1,-166.37,254,56,56,111,56,25,0,14.9,Normal,ON,,,,,,,,,,,
1246.11,73.1,-59.7,-126.09,243,56,56,112,56,24,0,14.9,Normal,ON,,,,,,,,,,,
1246.36,72.6,-2.9,-0.21,247,56,56,111,56,24,0,14.9,Normal,OFF,,,,,,,,,,,
1246.609,72.4,-0.1,0,248,56,56,112,56,24,0,14.9,Normal,OFF,,,,,,,,,,,
1246.859,72.5,-0.1,0,253,56,56,111,56,24,0,14.9,Normal,OFF,,,,,,,,,,,
1247.109,72.5,-0.4,-1.82,257,56,56,111,56,25,0,14.9,Normal,OFF,,,,,,,,,,,
1247.359,72.6,-23.6,-52.17,253,56,56,111,56,25,0,14.9,Normal,ON,,,,,,,,,,,
1247.609,72.9,-46.9,-102.53,249,56,56,111,56,25,0,14.9,Normal,ON,,,,,,,,,,,
1247.859,72.8,-65.6,-152.88,233,56,56,111,56,24,0,14.9,Normal,ON,,,,,,,,,,,
1248.109,72.8,-80.7,-200,219,56,56,111,56,22,0,14.9,Normal,ON,,,,,,,,,,,
1248.359,72.8,-50.3,-123.47,204,56,56,111,56,21,0,14.9,Normal,ON,,,,,,,,,,,
1248.609,72.6,-1.7,0,206,56,56,111,56,19,0,14.9,Normal,OFF,,,,,,,,,,,
1248.859,72.5,-0.1,0,208,56,56,111,56,20,0,14.9,Normal,OFF,,,,,,,,,,,
1249.109,72.5,-937.5,-5.64,215,56,56,111,56,20,0,14.9,Normal,OFF,,,,,,,,,,,
1249.359,72.7,-21.8,-56,210,56,56,111,56,21,0,14.9,Normal,ON,,,,,,,,,,,
1249.609,72.7,-42.2,-106.35,212,56,56,111,56,20,0,14.9,Normal,ON,,,,,,,,,,,
1249.859,72.8,-54.4,-156.71,190,56,56,111,56,20,0,14.9,Normal,ON,,,,,,,,,,,
1250.109,72.9,-940.8,-157.1,178,56,56,111,56,18,0,14.9,Normal,ON,,,,,,,,,,,
1250.359,72.6,-13,-32.93,174,56,56,111,56,17,0,14.9,Normal,OFF,,,,,,,,,,,
1250.609,72.5,-0.1,0,180,56,56,111,56,16,0,14.9,Normal,OFF,,,,,,,,,,,
1250.859,72.5,-0.1,0,184,56,56,111,56,17,0,14.9,Normal,OFF,,,,,,,,,,,
1251.109,72.6,-0.1,0,187,56,56,111,56,17,0,14.9,Normal,OFF,,,,,,,,,,,
1251.359,72.5,-3.6,-12.09,196,56,56,111,56,18,0,14.9,Normal,OFF,,,,,,,,,,,
1251.609,72.6,-21.4,-62.44,190,56,56,111,56,19,0,14.9,Normal,ON,,,,,,,,,,,
1251.859,72.9,-36,-98.2,186,56,56,111,56,18,0,14.9,Normal,ON,,,,,,,,,,,
1252.109,72.5,-0.1,0,188,56,56,111,56,18,0,14.9,Normal,OFF,,,,,,,,,,,
1252.359,72.5,-0.1,0,190,56,56,111,56,18,0,14.9,Normal,OFF,,,,,,,,,,,
1252.609,72.5,-0.1,0,192,56,56,111,56,18,0,14.9,Normal,OFF,,,,,,,,,,,
1252.859,72.5,-0.1,0,197,56,56,111,56,18,0,14.9,Normal,OFF,,,,,,,,,,,
1253.109,72.6,-12.2,-36.06,190,56,56,111,56,19,0,14.9,Normal,OFF,,,,,,,,,,,
1253.359,72.9,-29.6,-86.41,184,56,56,111,56,18,0,14.9,Normal,ON,,,,,,,,,,,
1253.609,72.7,-42.2,-134.12,168,56,56,111,56,17,0,14.9,Normal,ON,,,,,,,,,,,
1253.859,72.6,-34.6,-115.26,160,56,56,111,56,16,0,14.9,Normal,ON,,,,,,,,,,,
1254.109,72.6,-939.1,-93.21,144,56,56,111,56,15,0,14.9,Normal,ON,,,,,,,,,,,
1254.359,72.7,-20.2,-74.02,137,56,56,111,56,13,0,14.9,Normal,ON,,,,,,,,,,,
1254.609,72.6,-9.4,-40.11,120,56,56,111,56,13,0,14.9,Normal,ON,,,,,,,,,,,
1254.859,72.6,-2.8,-9.71,104,56,56,112,56,11,0,14.9,Normal,ON,,,,,,,,,,,
1255.109,72.5,-0.1,0,91,56,56,111,56,8,0,14.9,Normal,ON,,,,,,,,,,,
1255.359,72.5,-0.1,0,79,56,56,111,56,7,0,14.9,Normal,ON,,,,,,,,,,,
1255.609,72.5,-0.1,0,69,56,56,111,56,7,0,14.9,Normal,ON,,,,,,,,,,,
1255.859,72.5,-0.1,0,58,56,56,111,56,4,0,14.9,Normal,ON,,,,,,,,,,,
1256.109,72.5,-0.1,0,55,56,56,111,56,4,0,14.9,Normal,ON,,,,,,,,,,,
1256.359,72.5,-0.1,0,53,56,56,111,56,4,0,14.9,Normal,ON,,,,,,,,,,,
1256.609,72.5,-0.1,0,53,56,56,111,56,4,0,14.9,Normal,ON,,,,,,,,,,,
1256.859,72.6,-0.1,0,56,56,56,111,56,4,0,14.9,Normal,ON,,,,,,,,,,,
1257.109,72.5,-0.1,0,58,56,56,111,56,4,0,14.9,Normal,ON,,,,,,,,,,,
1257.359,72.5,-0.1,0,62,56,56,111,56,5,0,14.9,Normal,ON,,,,,,,,,,,
1257.609,72.6,-0.1,0,65,56,56,111,56,5,0,14.9,Normal,ON,,,,,,,,,,,
1257.859,72.5,-0.1,0,68,56,56,111,56,6,0,14.9,Normal,ON,,,,,,,,,,,
1258.109,72.6,-0.1,0,70,56,56,111,56,6,0,14.9,Normal,ON,,,,,,,,,,,
1258.359,72.6,-0.1,0,75,56,56,111,56,6,0,14.9,Normal,ON,,,,,,,,,,,
1258.609,72.5,-0.1,0,80,56,56,111,56,7,0,14.9,Normal,ON,,,,,,,,,,,
1258.859,72.5,1.6,13.02,81,56,56,110,56,7,0,14.9,Normal,OFF,,,,,,,,,,,
1259.109,72.3,11.9,70.07,90,56,56,110,56,8,0,14.9,Normal,OFF,,,,,,,,,,,
1259.359,72.2,18.1,91.15,101,56,56,111,56,9,0,14.9,Normal,OFF,,,,,,,,,,,
1259.609,72.5,2.2,2.06,111,56,56,111,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1259.859,72.5,0,0,111,56,56,111,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1260.109,72.6,0,0,112,56,56,111,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1260.359,72.5,0,0,116,56,56,110,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1260.609,72.5,0.1,1.66,114,56,56,110,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1260.859,72.6,0,0,114,56,56,110,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1261.109,72.5,0,0,117,56,56,111,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1261.359,72.6,0,0,112,56,56,111,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1261.609,72.6,0,0,117,56,56,111,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1261.859,72.5,2.5,11.09,112,56,56,111,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1262.109,72.5,0,0,114,56,56,111,56,10,0,14.9,Normal,OFF,,,,,,,,,,,
1262.359,72.6,0,0,118,56,56,111,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1262.609,72.6,0,0,117,56,56,111,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1262.859,72.6,0,0,119,56,56,110,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1263.109,72.6,0,0,123,56,56,110,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1263.359,72.5,0,0,123,56,56,110,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1263.609,72.6,0,0,124,56,56,110,56,11,0,14.9,Normal,OFF,,,,,,,,,,,
1263.859,72.6,0,0,129,56,56,109,56,12,0,14.9,Normal,OFF,,,,,,,,,,,
1264.109,72.5,5.5,24.91,131,56,56,111,56,12,0,14.9,Normal,OFF,,,,,,,,,,,
1264.359,72.4,16.6,59.12,138,56,56,111,56,13,0,14.9,Normal,OFF,,,,,,,,,,,
1264.609,72.3,17.8,58.27,147,56,56,109,56,14,0,14.9,Normal,OFF,,,,,,,,,,,
1264.859,72.4,12.2,37.52,155,56,56,110,56,14,0,14.9,Normal,OFF,,,,,,,,,,,
1265.109,72.6,0.6,2.18,154,56,56,109,56,14,0,14.9,Normal,OFF,,,,,,,,,,,
1265.359,72.5,0,0,150,56,56,109,56,14,0,14.9,Normal,OFF,,,,,,,,,,,
1265.609,72.6,0,0,160,56,56,110,56,15,0,14.9,Normal,OFF,,,,,,,,,,,
1265.859,72.5,7.9,28.02,160,56,56,109,56,15,0,15,Normal,OFF,,,,,,,,,,,
1266.109,72.4,13.6,39.44,165,56,56,109,56,15,0,15,Normal,OFF,,,,,,,,,,,
1266.359,72.6,0,0,170,56,56,110,56,16,0,15,Normal,OFF,,,,,,,,,,,
1266.609,72.6,0,0,171,56,56,109,56,16,0,15,Normal,OFF,,,,,,,,,,,
1266.859,72.5,0,0,170,56,56,110,56,16,0,15,Normal,OFF,,,,,,,,,,,
1267.109,72.5,0,0,170,56,56,110,56,16,0,15,Normal,OFF,,,,,,,,,,,
1267.359,72.7,-14.3,-46.93,162,56,56,110,56,15,0,15,Normal,OFF,,,,,,,,,,,
1267.609,72.6,-16.2,-47.54,159,56,56,109,56,15,0,15,Normal,ON,,,,,,,,,,,
1267.859,72.6,-0.1,0,158,56,56,109,56,15,0,15,Normal,OFF,,,,,,,,,,,
1268.109,72.5,-0.1,-0.51,155,56,56,109,56,14,0,15,Normal,OFF,,,,,,,,,,,
1268.359,72.7,-14.6,-51.16,157,56,56,109,56,15,0,15,Normal,ON,,,,,,,,,,,
1268.609,72.8,-938.4,-91.7,144,56,56,109,56,13,0,15,Normal,ON,,,,,,,,,,,
1268.859,72.6,-19.9,-74.02,139,56,56,110,56,13,0,15,Normal,ON,,,,,,,,,,,
1269.109,72.6,-15.6,-62.64,130,56,56,109,56,12,0,15,Normal,ON,,,,,,,,,,,
1269.359,72.7,-12.6,-49.95,125,56,56,110,56,11,0,15,Normal,ON,,,,,,,,,,,
1269.609,72.6,-0.1,0,122,56,56,108,56,11,0,15,Normal,ON,,,,,,,,,,,
1269.859,72.6,-0.1,0,119,56,56,109,56,11,0,15,Normal,OFF,,,,,,,,,,,
1270.109,72.6,-0.1,0,127,56,56,108,56,12,0,15,Normal,OFF,,,,,,,,,,,
1270.359,72.6,-0.1,0,125,56,56,109,56,11,0,15,Normal,OFF,,,,,,,,,,,
1270.609,72.6,-0.1,0,130,56,56,109,56,12,0,15,Normal,OFF,,,,,,,,,,,
1270.859,72.6,-0.1,0,132,56,56,109,56,12,0,15,Normal,OFF,,,,,,,,,,,
1271.109,72.6,-0.1,0,139,56,56,109,56,13,0,15,Normal,OFF,,,,,,,,,,,
1271.359,72.6,-10.9,-43.51,142,56,56,109,56,13,0,15,Normal,OFF,,,,,,,,,,,
1271.609,72.7,-19.3,-73.51,137,56,56,108,56,13,0,15,Normal,ON,,,,,,,,,,,
1271.859,72.8,-18.6,-69.45,134,56,56,109,56,12,0,15,Normal,ON,,,,,,,,,,,
1272.109,72.6,-0.3,0,139,56,56,108,56,13,0,15,Normal,ON,,,,,,,,,,,
1272.359,72.6,-0.1,0,144,56,56,108,56,13,0,15,Normal,OFF,,,,,,,,,,,
1272.609,72.6,-0.1,0,151,56,56,109,56,14,0,15,Normal,OFF,,,,,,,,,,,
1272.859,72.7,-8.9,-31.63,159,56,56,108,56,15,0,15,Normal,OFF,,,,,,,,,,,
1273.109,72.8,-21.8,-81.98,143,56,56,108,56,13,0,15,Normal,ON,,,,,,,,,,,
1273.359,72.8,-15.3,-60.61,130,56,56,108,56,12,0,15,Normal,ON,,,,,,,,,,,
1273.609,72.6,-10.1,-42.98,122,56,56,109,56,11,0,15,Normal,ON,,,,,,,,,,,
1273.859,72.6,-6.6,-29.38,116,56,56,108,56,10,0,15,Normal,ON,,,,,,,,,,,
1274.109,72.7,-4.5,-19.37,111,56,56,108,56,10,0,15,Normal,ON,,,,,,,,,,,
1274.359,72.6,-4.4,-19.6,109,56,56,109,56,10,0,15,Normal,ON,,,,,,,,,,,
1274.609,72.6,-3.8,-17.09,108,56,56,108,56,10,0,15,Normal,ON,,,,,,,,,,,
1274.859,72.7,-3,-13.33,105,56,56,107,56,9,0,15,Normal,ON,,,,,,,,,,,
1275.109,72.7,-2.8,-11.22,105,56,56,108,56,9,0,15,Normal,ON,,,,,,,,,,,
1275.359,72.6,-1.7,-6.09,103,56,56,107,56,9,0,15,Normal,ON,,,,,,,,,,,
1275.609,72.6,-3.5,-15.74,109,56,56,108,56,10,0,15,Normal,ON,,,,,,,,,,,
1275.859,72.6,-4.8,-23.66,112,56,56,108,56,10,0,15,Normal,ON,,,,,,,,,,,
1276.109,72.7,-6,-27.51,114,56,56,108,56,10,0,15,Normal,ON,,,,,,,,,,,
1276.359,72.7,-7.5,-32.09,116,56,56,107,56,10,0,15,Normal,ON,,,,,,,,,,,
1276.609,72.6,-8.1,-33.47,116,56,56,107,56,10,0,15,Normal,ON,,,,,,,,,,,
1276.859,72.6,-937.2,0,116,56,56,108,56,10,0,15,Normal,ON,,,,,,,,,,,
1277.109,72.6,-0.1,0,123,56,56,108,56,11,0,15,Normal,OFF,,,,,,,,,,,
1277.359,72.6,-0.1,0,121,56,56,108,56,11,0,15,Normal,OFF,,,,,,,,,,,
1277.609,72.6,3.3,13.35,129,56,56,108,56,12,0,15,Normal,OFF,,,,,,,,,,,
1277.859,72.6,3.2,11.54,135,56,56,108,56,12,0,15,Normal,OFF,,,,,,,,,,,
1278.109,72.6,5.1,19.42,138,56,56,107,56,13,0,15,Normal,OFF,,,,,,,,,,,
1278.359,72.6,0.2,0,143,56,56,107,56,13,0,15,Normal,OFF,,,,,,,,,,,
1278.609,72.6,0,0,141,56,56,107,56,13,0,15,Normal,OFF,,,,,,,,,,,
1278.859,72.6,0,0,147,56,56,107,56,14,0,15,Normal,OFF,,,,,,,,,,,
1279.109,72.6,0,0,151,56,56,107,56,14,0,15,Normal,OFF,,,,,,,,,,,
1279.359,72.6,0,0,149,56,56,107,56,14,0,15,Normal,OFF,,,,,,,,,,,
1279.609,72.6,0,0,153,56,56,107,56,14,0,15,Normal,OFF,,,,,,,,,,,
1279.859,72.6,0,0,156,56,56,107,56,14,0,15,Normal,OFF,,,,,,,,,,,
1280.109,72.6,0,0,159,56,56,108,56,15,0,15,Normal,OFF,,,,,,,,,,,
1280.359,72.6,0,0,159,56,56,107,56,15,0,15,Normal,OFF,,,,,,,,,,,
1280.609,72.6,0,0,160,56,56,106,56,15,0,15,Normal,OFF,,,,,,,,,,,
1280.859,72.6,0,0,159,56,56,107,56,15,0,15,Normal,OFF,,,,,,,,,,,
1281.109,72.6,0,0,162,56,56,107,56,15,0,15,Normal,OFF,,,,,,,,,,,
1281.359,72.7,0,0,161,56,56,107,56,15,0,15,Normal,OFF,,,,,,,,,,,
1281.609,72.6,0,0,162,56,56,107,56,15,0,15,Normal,OFF,,,,,,,,,,,
1281.859,72.6,0,0,161,56,56,107,56,15,0,15,Normal,OFF,,,,,,,,,,,
1282.109,72.4,12.9,41.42,163,56,56,107,56,15,0,15,Normal,OFF,,,,,,,,,,,
1282.359,72.3,-935.9,72.19,175,56,56,106,56,16,0,15,Normal,OFF,,,,,,,,,,,
1282.609,72.1,30.6,84.67,180,56,56,106,56,17,0,15,Normal,OFF,,,,,,,,,,,
1282.859,72.1,39.2,97.39,191,56,56,107,56,18,0,15,Normal,OFF,,,,,,,,,,,
1283.109,72.2,34.5,83.61,198,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1283.359,72.2,30.5,70.89,203,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1283.609,72.2,30.4,69.36,211,56,56,106,56,20,0,15,Normal,OFF,,,,,,,,,,,
1283.859,72.3,-935.1,55.41,213,56,56,107,56,20,0,15,Normal,OFF,,,,,,,,,,,
1284.109,72.6,0,0,210,56,56,107,56,20,0,15,Normal,OFF,,,,,,,,,,,
1284.359,72.6,0,0,207,56,56,106,56,20,0,15,Normal,OFF,,,,,,,,,,,
1284.609,72.5,0,0,204,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1284.859,72.6,0,0,201,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1285.109,72.6,0,0,196,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1285.359,72.6,0,0,194,56,56,106,56,18,0,15,Normal,OFF,,,,,,,,,,,
1285.609,72.5,7.2,19.01,195,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1285.859,72.4,18,47.22,198,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1286.109,72.3,23.3,55,201,56,56,106,56,19,0,15,Normal,OFF,,,,,,,,,,,
1286.359,72.2,27.5,61.19,213,56,56,105,56,20,0,15,Normal,OFF,,,,,,,,,,,
1286.609,72.3,26.2,59.31,215,56,56,106,56,21,0,15,Normal,OFF,,,,,,,,,,,
1286.859,72.3,23.2,50.16,227,56,56,106,56,22,0,15,Normal,OFF,,,,,,,,,,,
1287.109,72.3,25.3,49.22,230,56,56,105,56,22,0,15,Normal,OFF,,,,,,,,,,,
1287.359,72.4,20.7,41.13,242,56,56,105,56,23,0,15,Normal,OFF,,,,,,,,,,,
1287.609,72.5,8.5,14.76,244,56,56,106,56,24,0,15,Normal,OFF,,,,,,,,,,,
1287.859,72.2,27.4,59.24,249,56,56,105,56,24,0,15,Normal,OFF,,,,,,,,,,,
1288.109,72.1,43.7,81.14,264,56,56,106,56,26,0,15,Normal,OFF,,,,,,,,,,,
1288.359,72.2,32.1,56.61,270,56,56,105,56,26,0,15,Normal,OFF,,,,,,,,,,,
1288.609,72.2,35.2,60.62,-919,56,56,106,56,27,0,15,Normal,OFF,,,,,,,,,,,
1288.859,71.5,92.8,150.27,301,56,56,105,56,29,0,15.1,Normal,OFF,,,,,,,,,,,
1289.109,71.8,-930.7,147.91,318,56,56,105,56,31,0,15.1,Normal,OFF,,,,,,,,,,,
1289.359,71.7,104.6,146.03,338,56,56,105,56,33,0,15.1,Normal,OFF,,,,,,,,,,,
1289.609,71.2,118.9,159.22,360,55,55,106,56,36,0,15.1,Normal,OFF,,,,,,,,,,,
1289.859,71.4,115.2,142.73,373,56,56,105,55,37,0,15.1,Normal,OFF,,,,,,,,,,,
1290.109,71.8,70.5,75.61,388,56,56,104,56,38,0,15.1,Normal,OFF,,,,,,,,,,,
1290.359,72.5,0,0,386,56,56,105,56,38,0,15.1,Normal,OFF,,,,,,,,,,,
1290.609,72.5,0,0,390,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1290.859,72.6,0,0,388,56,56,105,56,38,0,15.1,Normal,OFF,,,,,,,,,,,
1291.109,72.5,0,0,386,56,56,105,56,38,0,15.1,Normal,OFF,,,,,,,,,,,
1291.359,72.6,0,0,396,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1291.609,72.6,0,0,394,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1291.859,72.6,0,0,388,56,56,105,56,38,0,15.1,Normal,OFF,,,,,,,,,,,
1292.109,72.6,0,0,388,56,56,105,56,38,0,15.1,Normal,OFF,,,,,,,,,,,
1292.359,72.6,0,0,394,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1292.609,72.5,0,0,394,56,56,106,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1292.859,72.6,0,0,393,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1293.109,72.5,0,0,392,56,56,106,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1293.359,72.6,0,0,394,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1293.609,72.5,0,0,393,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1293.859,72.6,0,0,395,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1294.108,72.6,0,0,396,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1294.359,72.6,0,0,398,56,56,106,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1294.608,72.6,0,0,398,56,56,106,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1294.858,72.6,-936.7,-2.22,403,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1295.108,72.8,-35.5,-52.57,394,56,56,105,56,40,0,15.1,Normal,ON,,,,,,,,,,,
1295.358,73.2,-68.2,-102.93,382,56,56,105,56,39,0,15.1,Normal,ON,,,,,,,,,,,
1295.609,73.4,-94.4,-146.64,363,56,56,104,56,36,0,15.1,Normal,ON,,,,,,,,,,,
1295.858,73.3,-96.6,-156.75,348,56,56,104,56,36,0,15.1,Normal,ON,,,,,,,,,,,
1296.108,73.4,-95.6,-163.33,330,55,55,105,56,34,0,15.1,Normal,ON,,,,,,,,,,,
1296.358,72.9,-36.4,-57,323,56,56,105,55,32,0,15.1,Normal,OFF,,,,,,,,,,,
1296.608,72.1,-933.7,82.8,326,56,56,105,56,32,0,15.1,Normal,OFF,,,,,,,,,,,
1296.858,71.9,71.6,101.75,334,56,56,104,56,32,0,15.1,Normal,OFF,,,,,,,,,,,
1297.108,71.8,72.8,99.03,346,56,56,105,56,33,0,15.1,Normal,OFF,,,,,,,,,,,
1297.358,71.9,74.6,98.68,360,55,55,105,56,34,0,15.1,Normal,OFF,,,,,,,,,,,
1297.608,71.9,70.3,-275.8,370,56,56,105,55,36,0,15.1,Normal,OFF,,,,,,,,,,,
1297.858,72.1,42.3,-277.89,376,56,56,104,56,37,0,15.1,Normal,OFF,,,,,,,,,,,
1298.108,72.1,49.4,62.08,388,55,55,104,56,37,0,15.1,Normal,OFF,,,,,,,,,,,
1298.358,72.3,27.5,36,392,56,56,105,55,38,0,15.1,Normal,OFF,,,,,,,,,,,
1298.608,72.1,42.7,54.92,398,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1298.858,72.2,43,52.26,402,56,56,105,56,39,0,15.1,Normal,OFF,,,,,,,,,,,
1299.108,72.4,17.7,21.35,408,56,56,105,56,40,0,15.2,Normal,OFF,,,,,,,,,,,
1299.358,72.5,0,0,408,56,56,105,56,40,0,15.2,Normal,OFF,,,,,,,,,,,
1299.608,72.5,0,0,401,56,56,105,56,40,0,15.2,Normal,OFF,,,,,,,,,,,
1299.858,72.6,0,0,401,56,56,104,56,40,0,15.2,Normal,OFF,,,,,,,,,,,
1300.108,72.6,0,0,398,55,55,104,56,40,0,15.2,Normal,OFF,,,,,,,,,,,
1300.358,72.6,0,0,396,56,56,105,55,39,0,15.2,Normal,OFF,,,,,,,,,,,
1300.608,72.6,0,0,394,55,55,105,56,39,0,15.2,Normal,OFF,,,,,,,,,,,
1300.858,72.6,-20.1,-31.43,390,55,55,105,55,39,0,15.2,Normal,OFF,,,,,,,,,,,
1301.108,73.1,-53.5,-81.78,379,56,56,105,55,39,0,15.2,Normal,ON,,,,,,,,,,,
1301.358,73.2,-81.7,-132.13,361,56,56,104,56,37,0,15.2,Normal,ON,,,,,,,,,,,
1301.608,73.3,-61.3,-286.96,349,55,55,104,56,36,0,15.2,Normal,ON,,,,,,,,,,,
1301.858,72.7,-0.1,0,343,55,55,106,55,34,0,15.2,Normal,OFF,,,,,,,,,,,
1302.108,72.6,-0.1,0,339,55,55,105,55,34,0,15.2,Normal,OFF,,,,,,,,,,,
1302.358,72.6,-0.1,0,335,56,56,105,55,33,0,15.2,Normal,OFF,,,,,,,,,,,
1302.608,72.6,-0.1,0,334,55,55,104,56,33,0,15.2,Normal,OFF,,,,,,,,,,,
1302.858,72.6,-0.1,0,332,55,55,105,55,33,0,15.2,Normal,OFF,,,,,,,,,,,
1303.108,72.6,-0.1,0,330,55,55,105,55,33,0,15.2,Normal,OFF,,,,,,,,,,,
1303.358,72.6,-0.1,0,331,55,55,104,55,32,0,15.2,Normal,OFF,,,,,,,,,,,
1303.608,72.6,-0.1,0,327,55,55,105,55,32,0,15.2,Normal,OFF,,,,,,,,,,,
1303.858,72.6,-0.1,0,324,55,55,105,55,32,0,15.2,Normal,OFF,,,,,,,,,,,
1304.108,72.6,-0.1,0,319,55,55,105,55,32,0,15.2,Normal,OFF,,,,,,,,,,,
1304.358,72.6,-0.1,0,318,55,55,105,55,31,0,15.2,Normal,OFF,,,,,,,,,,,
1304.608,72.6,-0.1,0,314,55,55,104,55,31,0,15.2,Normal,OFF,,,,,,,,,,,
1304.858,72.6,-0.1,0,316,55,55,105,55,31,0,15.2,Normal,OFF,,,,,,,,,,,
1305.108,72.4,26.9,47.8,316,55,55,105,55,31,0,15.2,Normal,OFF,,,,,,,,,,,
1305.358,72.2,65.9,96.33,326,55,55,104,55,31,0,15.2,Normal,OFF,,,,,,,,,,,
1305.608,72.2,40,57.9,332,55,55,104,55,33,0,15.2,Normal,OFF,,,,,,,,,,,
1305.858,71.8,68.2,95.39,342,55,55,105,55,34,0,15.2,Normal,OFF,,,,,,,,,,,
1306.108,71.8,77.7,103.75,353,55,55,104,55,35,0,15.2,Normal,OFF,,,,,,,,,,,
1306.358,71.7,81.7,106.69,363,55,55,105,55,35,0,15.2,Normal,OFF,,,,,,,,,,,
1306.608,72.0,80.4,101.51,375,55,55,104,55,37,0,15.2,Normal,OFF,,,,,,,,,,,
1306.858,71.9,81.3,102.81,380,55,55,105,55,38,0,15.2,Normal,OFF,,,,,,,,,,,
